Run Date,Drop Location,Pickup Location,Primary Destinatiion,Secondary Destination,Vehicle Type,Event Type,Overnight,Tip Grade,Customer Type,Guide,Trip Issues,Payment Type
7/32/2013,Hazleton,Hazleton,The Franklin Institute,None,Limo Bus,Wedding,Yes,Medium,New,Yes,Accident,Cash
3/24/2015,Clairton,Clairton,The Franklin Institute,None,Town Car,Corporate,Yes,None,Referral,No,None,Invoiced
1/17/2013,River Of Life Church,River Of Life Church,Private Residence,Coatesville,Church Bus,Birthday,No,Small,Existing,No,None,Check
3/1/2014,Chester,Chester,Fairmount Park,None,Wheelchair Bus,College,Yes,Large,Existing,Yes,Health Related,Cash
3/32/2014,Greensburg,Greensburg,King of Prussia Shopping Mall,None,Mini Bus,Wedding,Yes,None,Referral,Yes,Health Related,Other
10/4/2014,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",None,School Bus,Wedding,Yes,Small,Existing,Yes,Personal,Personal Credit Card
3/25/2013,Greensburg,Greensburg,Crystal Cave Park,None,Van - Mini,Holiday,Yes,Large,Existing,Yes,Maintenance,Personal Credit Card
2/4/2015,Carbondale,Carbondale,Crystal Cave Park,None,Wheelchair Bus,Holiday,Yes,Large,Referral,Yes,Health Related,Invoiced
4/12/2014,Lock Haven,Lock Haven,City Hall,Lock Haven,Mini Bus,Wedding,No,Large,Referral,No,Accident,Cash
11/21/2015,Allentown,Allentown,Crystal Cave Park,None,Limo,College,Yes,Large,Existing,Yes,Accident,Invoiced
10/26/2014,Lancaster,Lancaster,King of Prussia Shopping Mall,Lancaster,Mini Bus,Corporate,No,Large,New,No,Health Related,Personal Credit Card
1/32/2014,Bradford,Bradford,HersThe Liberty Bell Centerheypark,Bradford,Van - Mini,Athletic,No,Small,Referral,No,Maintenance,Cash
11/5/2014,Butler,Butler,Sesame Place,None,Mini Bus,Corporate,Yes,Small,New,No,Maintenance,Other
12/4/2013,DuBois,DuBois,Dorney Park,DuBois,Town Car,College,No,Large,Referral,No,None,Personal Credit Card
1/24/2013,Hermitage,Hermitage,Please Touch Museum,Hermitage,Town Car,College,No,Small,Existing,No,Accident,Invoiced
6/12/2015,Bethlehem,Bethlehem,King of Prussia Shopping Mall,Bethlehem,Wheelchair Bus,Travel/Airport,No,Large,Referral,Yes,Maintenance,Other
5/4/2013,Johnstown,Johnstown,City Hall,None,Van - Mini,Funeral,Yes,Small,Existing,No,Maintenance,Personal Credit Card
2/18/2014,Franklin,Franklin,Lost River Caverns,Franklin,Van - Full Size,Private,No,None,New,No,Health Related,Cash
10/10/2015,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",None,School Bus,Travel/Airport,Yes,None,Existing,Yes,None,Credit
8/20/2013,"CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli",None,School Bus,Corporate,Yes,Large,Existing,No,Personal,Invoiced
11/11/2013,Butler,Butler,Carnegie Museum of Natural History,Butler,Van - Mini,Private,No,None,Referral,No,Accident,Credit
4/24/2014,Greensburg,Greensburg,Betsy Ross House,None,Mini Bus,Holiday,Yes,None,New,Yes,Health Related,Invoiced
4/1/2014,"West Chester Christian School, West Chester","West Chester Christian School, West Chester","West Chester Christian School, West Chester",Duquesne,School Bus,Birthday,No,Large,Referral,Yes,None,Other
10/10/2014,Holy Ghost Parish,Holy Ghost Parish,Private Residence,Aliquippa,Church Bus,Tour,No,Medium,Referral,Yes,None,Check
4/31/2015,Saint Nicholas Russian Orthodox Church,Saint Nicholas Russian Orthodox Church,Private Residence,Harrisburg,Church Bus,Wedding,No,Small,Referral,No,None,Check
11/22/2013,Altoona,Altoona,Sesame Place,None,Van - Mini,Tour,Yes,Small,New,Yes,None,Cash
8/6/2013,Latrobe,Latrobe,Eastern State Penitentiary,None,Town Car,Athletic,Yes,None,New,No,Accident,Cash
4/12/2014,Allentown,Allentown,Philadelphia Zoo,None,Limo Bus,Wedding,Yes,Small,Referral,Yes,Health Related,Credit
4/8/2015,"Oxford Area High School, Oxford","Oxford Area High School, Oxford","Oxford Area High School, Oxford",Bradford,School Bus,Athletic,No,Large,Existing,Yes,Personal,Cash
10/16/2014,Lebanon,Lebanon,Dutch Wonderland,Lebanon,Wheelchair Bus,Athletic,No,None,New,No,Health Related,Invoiced
2/29/2014,Hazleton,Hazleton,Carnegie Museum of Natural History,Hazleton,Limo Bus,Holiday,No,Large,Referral,Yes,Health Related,Cash
7/28/2015,Nanticoke,Nanticoke,Dorney Park,None,Shuttle Bus,College,Yes,Large,Referral,Yes,Health Related,Other
5/23/2013,Bradford,Bradford,Dutch Wonderland,Bradford,Limo Bus,Corporate,No,Small,Existing,Yes,Personal,Cash
11/15/2015,Monessen,Monessen,The Franklin Institute,Monessen,Shuttle Bus,Birthday,No,Large,Referral,No,Health Related,Credit
4/16/2014,New Bethel Church Of God,New Bethel Church Of God,Private Residence,Harrisburg,Church Bus,Athletic,No,Large,Existing,No,None,Check
9/10/2014,Monessen,Monessen,Sesame Place,Monessen,Mini Bus,Corporate,No,None,New,No,Personal,Credit
2/12/2015,Beaver Falls,Beaver Falls,The National Civil War Museum,Beaver Falls,Town Car,Holiday,No,Medium,Existing,No,None,Other
7/10/2014,Lock Haven,Lock Haven,Lost River Caverns,None,Van - Mini,Corporate,Yes,Medium,Referral,No,Health Related,Personal Credit Card
3/4/2015,Duquesne,Duquesne,Dutch Wonderland,Duquesne,Town Car,Corporate,No,Medium,New,Yes,None,Cash
3/20/2015,Jeannette,Jeannette,Independence Hall,None,Town Car,College,Yes,Small,New,Yes,Maintenance,Credit
1/30/2013,Monongahela,Monongahela,The Barnes Foundation,None,Town Car,Travel/Airport,Yes,None,New,No,None,Personal Credit Card
7/32/2014,Meadville,Meadville,Gettysburg National Military Park,None,Van - Full Size,Wedding,Yes,Large,Existing,Yes,Health Related,Credit
8/13/2014,McKeesport,McKeesport,The Franklin Institute,McKeesport,Limo,Private,No,Large,Existing,No,None,Invoiced
1/26/2015,Greensburg,Greensburg,Brandywine River Museum,Greensburg,Mini Bus,Tour,No,Medium,New,Yes,Maintenance,Credit
11/11/2013,"Conestoga High School, Berwyn","Conestoga High School, Berwyn","Conestoga High School, Berwyn",Lower Burrell,School Bus,Funeral,No,None,New,No,Personal,Personal Credit Card
4/5/2015,Beaver Falls,Beaver Falls,Waldameer & Water World,Beaver Falls,Town Car,Athletic,No,Small,Referral,Yes,None,Invoiced
9/12/2014,Easton,Easton,Betsy Ross House,None,Mini Bus,College,Yes,None,Existing,No,Personal,Other
1/1/2013,"Coatesville Area High School, Coatesville","Coatesville Area High School, Coatesville","Coatesville Area High School, Coatesville",Lower Burrell,School Bus,Athletic,No,Large,Existing,No,Maintenance,Other
8/21/2015,Chester,Chester,Dutch Wonderland,Chester,Limo,Corporate,No,Large,Existing,No,None,Invoiced
7/2/2013,Monessen,Monessen,Please Touch Museum,Monessen,Limo,Corporate,No,Large,Existing,Yes,Accident,Invoiced
3/3/2014,Erie,Erie,The Franklin Institute,Erie,Town Car,Travel/Airport,No,Small,Existing,Yes,Health Related,Invoiced
4/20/2013,Chester,Chester,Kennywood Park,None,Shuttle Bus,Tour,Yes,None,New,Yes,None,Other
1/16/2013,Monongahela,Monongahela,Dorney Park,None,Van - Full Size,Holiday,Yes,Small,Referral,Yes,Maintenance,Cash
4/19/2015,Carbondale,Carbondale,City Hall,Carbondale,Wheelchair Bus,Travel/Airport,No,Small,New,Yes,Accident,Credit
8/32/2014,Johnstown,Johnstown,Lost River Caverns,Johnstown,Van - Mini,Funeral,No,Large,New,No,Accident,Other
7/2/2013,The Cathedral Saint Mark Christian Community Church,The Cathedral Saint Mark Christian Community Church,Private Residence,Altoona,Church Bus,College,No,None,New,No,None,Check
10/32/2013,Meadville,Meadville,Philadelphia Museum of Art,Meadville,Van - Mini,Private,No,None,Referral,No,Accident,Credit
7/15/2013,Lancaster,Lancaster,Eastern State Penitentiary,Lancaster,Limo,Funeral,No,Large,New,No,Maintenance,Invoiced
10/21/2013,Assumption of the Virgin Mary Parish,Assumption of the Virgin Mary Parish,Private Residence,Beaver Falls,Church Bus,Holiday,No,None,Existing,No,None,Check
5/6/2014,Easton,Easton,Gettysburg National Military Park,Easton,Mini Bus,Tour,No,None,New,Yes,Accident,Credit
7/6/2014,Hazleton,Hazleton,HersThe Liberty Bell Centerheypark,None,Limo Bus,Funeral,Yes,Large,Referral,No,Accident,Cash
1/12/2014,Northampton,Northampton,King of Prussia Shopping Mall,Northampton,Town Car,Wedding,No,Medium,Existing,No,Personal,Credit
6/9/2015,Farrell,Farrell,Lost River Caverns,None,Wheelchair Bus,College,Yes,None,Referral,Yes,Health Related,Invoiced
2/23/2014,Bradford,Bradford,Sesame Place,Bradford,Van - Mini,College,No,None,Referral,No,Accident,Personal Credit Card
7/31/2013,Monongahela,Monongahela,The Barnes Foundation,Monongahela,Limo Bus,Athletic,No,Small,New,Yes,None,Personal Credit Card
5/20/2013,Nanticoke,Nanticoke,Fairmount Park,Nanticoke,Limo,Wedding,No,Large,Referral,No,Health Related,Invoiced
3/11/2014,Erie,Erie,Lost River Caverns,Erie,Limo,Private,No,Large,Referral,Yes,Accident,Invoiced
7/11/2013,Farrell,Farrell,Pennsylvania State Capitol,None,Town Car,Birthday,Yes,Small,Existing,Yes,Health Related,Credit
11/18/2015,Monongahela,Monongahela,Dorney Park,Monongahela,Van - Mini,Wedding,No,None,New,No,None,Personal Credit Card
4/30/2013,Erie,Erie,Gettysburg National Military Park,Erie,Town Car,Tour,No,Large,New,Yes,Accident,Personal Credit Card
11/22/2015,Duquesne,Duquesne,Pennsylvania State Capitol,Duquesne,Wheelchair Bus,Wedding,No,Large,Existing,No,Maintenance,Invoiced
1/18/2015,Corry,Corry,Pennsylvania State Capitol,Corry,Town Car,Funeral,No,Large,Existing,Yes,Accident,Credit
8/5/2015,Coatesville,Coatesville,Kennywood Park,None,Wheelchair Bus,Travel/Airport,Yes,Large,Existing,Yes,Health Related,Personal Credit Card
3/20/2014,Obed-Edom Spanish Group,Obed-Edom Spanish Group,Private Residence,Lebanon,Church Bus,College,No,Medium,New,No,None,Check
3/4/2015,Saint Paul Cme Church,Saint Paul Cme Church,Private Residence,Duquesne,Church Bus,Travel/Airport,No,Medium,New,No,None,Check
3/25/2015,Easton,Easton,The Franklin Institute,Easton,Limo,Private,No,Large,Existing,Yes,Maintenance,Invoiced
3/13/2015,Bethlehem,Bethlehem,Kennywood Park,None,Limo Bus,Travel/Airport,Yes,Large,Referral,No,Accident,Other
8/19/2013,Corry,Corry,Brandywine River Museum,Corry,Town Car,Corporate,No,Large,Referral,Yes,Maintenance,Cash
9/20/2014,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",None,School Bus,Funeral,Yes,None,New,No,Accident,Credit
7/31/2013,Clairton,Clairton,The National Civil War Museum,None,Shuttle Bus,Holiday,Yes,None,Referral,No,Personal,Other
12/26/2013,Erie,Erie,Philadelphia Zoo,None,Limo Bus,Corporate,Yes,Large,New,No,Personal,Other
7/4/2013,Butler,Butler,Philadelphia Museum of Art,Butler,Van - Full Size,Corporate,No,Small,Referral,No,None,Other
6/13/2013,Nanticoke,Nanticoke,Philadelphia Zoo,Nanticoke,Mini Bus,Athletic,No,None,Referral,Yes,Health Related,Other
10/23/2013,Franklin,Franklin,Philadelphia Museum of Art,None,Van - Mini,Corporate,Yes,Large,New,Yes,Personal,Credit
5/25/2014,Harrisburg,Harrisburg,Fairmount Park,Harrisburg,Limo,Private,No,Large,Referral,No,Accident,Invoiced
8/10/2015,Lebanon,Lebanon,Philadelphia Zoo,Lebanon,Town Car,Wedding,No,Medium,Existing,Yes,None,Other
8/27/2015,Hazleton,Hazleton,The National Civil War Museum,Hazleton,Town Car,Corporate,No,Large,New,Yes,None,Personal Credit Card
10/21/2013,DuBois,DuBois,Lost River Caverns,DuBois,Town Car,Holiday,No,Large,Referral,Yes,Personal,Personal Credit Card
10/6/2015,Easton,Easton,Fairmount Park,None,Mini Bus,College,Yes,Medium,Referral,Yes,Accident,Cash
7/28/2015,Carbondale,Carbondale,The National Civil War Museum,None,Van - Full Size,Corporate,Yes,Medium,New,No,Maintenance,Invoiced
10/13/2014,Butler,Butler,The Barnes Foundation,Butler,Town Car,Private,No,None,New,No,Maintenance,Invoiced
6/27/2013,McKeesport,McKeesport,Fairmount Park,McKeesport,Town Car,Tour,No,Medium,New,Yes,Maintenance,Other
7/30/2015,Nanticoke,Nanticoke,Crystal Cave Park,None,Van - Full Size,Funeral,Yes,Medium,Existing,Yes,Health Related,Personal Credit Card
10/23/2015,"Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville","Center for Arts and Technology: Pickering, Phoenixville",Duquesne,School Bus,Travel/Airport,No,Medium,Referral,No,Maintenance,Credit
7/18/2015,Chester,Chester,Independence Hall,Chester,Shuttle Bus,Wedding,No,Medium,Referral,Yes,Personal,Cash
6/27/2013,Harrisburg,Harrisburg,Lost River Caverns,None,Town Car,Tour,Yes,Small,New,Yes,Personal,Invoiced
3/23/2013,Lower Burrell,Lower Burrell,Philadelphia Zoo,None,Town Car,College,Yes,None,Referral,Yes,Personal,Personal Credit Card
7/16/2013,Easton,Easton,Dutch Wonderland,None,Limo,Wedding,Yes,Large,New,No,Personal,Invoiced
9/20/2015,Downingtown High School,Downingtown High School,Downingtown High School,Easton,School Bus,Tour,No,Large,Referral,Yes,Accident,Personal Credit Card
1/24/2015,Johnstown,Johnstown,Pennsylvania State Capitol,Johnstown,Limo Bus,Athletic,No,None,Existing,Yes,None,Other
10/31/2015,"CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli","CFS, The School at Church Farm, Paoli",Northampton,School Bus,Funeral,No,None,Existing,No,None,Credit
11/29/2014,Beaver Falls,Beaver Falls,Philadelphia Museum of Art,Beaver Falls,Shuttle Bus,Corporate,No,None,Referral,No,Maintenance,Personal Credit Card
10/20/2014,Nanticoke,Nanticoke,Pennsylvania State Capitol,None,Mini Bus,Tour,Yes,None,New,Yes,Health Related,Other
4/22/2015,First Church,First Church,Private Residence,Hermitage,Church Bus,Athletic,No,None,Referral,Yes,None,Check
5/18/2013,Lock Haven,Lock Haven,The Franklin Institute,Lock Haven,Limo,Funeral,No,Large,New,Yes,Health Related,Invoiced
9/29/2013,Arnold,Arnold,Fairmount Park,Arnold,Van - Full Size,Corporate,No,Medium,Referral,Yes,Maintenance,Cash
11/9/2013,Jeannette,Jeannette,The Barnes Foundation,Jeannette,Shuttle Bus,Corporate,No,Small,New,Yes,Personal,Other
3/25/2013,Monessen,Monessen,Please Touch Museum,None,Van - Mini,Travel/Airport,Yes,Medium,New,No,Accident,Personal Credit Card
7/16/2013,Beaver Falls,Beaver Falls,Knoebels Amusement Resort,Beaver Falls,Mini Bus,Funeral,No,Large,Referral,No,Accident,Credit
9/13/2014,Lancaster,Lancaster,Knoebels Amusement Resort,None,Limo,Corporate,Yes,Large,New,Yes,None,Invoiced
7/2/2013,"Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli","Delaware Valley Friends School, Paoli",Butler,School Bus,Private,No,Small,Referral,Yes,Personal,Cash
1/2/2015,Franklin,Franklin,Eastern State Penitentiary,Franklin,Van - Mini,Athletic,No,Small,New,No,Maintenance,Invoiced
4/1/2014,Bethlehem,Bethlehem,City Hall,None,Mini Bus,Tour,Yes,Small,New,Yes,Health Related,Cash
7/25/2013,Butler,Butler,Philadelphia Zoo,None,Van - Full Size,Birthday,Yes,Small,New,Yes,Personal,Credit
6/27/2015,Monessen,Monessen,Betsy Ross House,Monessen,Van - Full Size,College,No,Small,Referral,Yes,Health Related,Invoiced
1/21/2014,Beaver Falls,Beaver Falls,Dorney Park,Beaver Falls,Wheelchair Bus,Wedding,No,Medium,Referral,No,Accident,Cash
8/22/2013,Lancaster,Lancaster,Dutch Wonderland,Lancaster,Town Car,Funeral,No,Small,Referral,Yes,Accident,Cash
1/27/2014,Johnstown,Johnstown,Crystal Cave Park,Johnstown,Town Car,Corporate,No,Small,Existing,No,Personal,Invoiced
7/8/2013,Lebanon,Lebanon,Philadelphia Zoo,None,Mini Bus,Travel/Airport,Yes,None,New,No,Personal,Invoiced
5/23/2013,Nanticoke,Nanticoke,Crystal Cave Park,Nanticoke,Town Car,Wedding,No,Small,Existing,No,Health Related,Personal Credit Card
2/28/2013,Jeannette,Jeannette,The Barnes Foundation,None,Town Car,Birthday,Yes,Small,New,Yes,Maintenance,Credit
10/22/2013,Jeannette,Jeannette,Please Touch Museum,None,Limo,Travel/Airport,Yes,Large,Existing,No,None,Invoiced
3/3/2013,Greater Israel Apostolic Fellowship,Greater Israel Apostolic Fellowship,Private Residence,None,Church Bus,College,Yes,Small,Existing,No,None,Check
9/27/2015,Saint Nicholas Russian Orthodox Church,Saint Nicholas Russian Orthodox Church,Private Residence,None,Church Bus,Athletic,Yes,Medium,New,No,None,Check
1/9/2014,Altoona,Altoona,Waldameer & Water World,None,Limo,Holiday,Yes,Large,Existing,No,Maintenance,Invoiced
9/31/2014,Coatesville,Coatesville,Knoebels Amusement Resort,None,Shuttle Bus,Private,Yes,Medium,Existing,Yes,Health Related,Credit
9/24/2014,McKeesport,McKeesport,King of Prussia Shopping Mall,None,Limo Bus,Tour,Yes,None,New,Yes,Maintenance,Invoiced
7/30/2013,Carbondale,Carbondale,The Franklin Institute,Carbondale,Wheelchair Bus,Holiday,No,Large,Existing,Yes,Accident,Personal Credit Card
8/24/2013,Butler,Butler,Philadelphia Museum of Art,Butler,Wheelchair Bus,Funeral,No,Medium,Existing,No,None,Credit
8/7/2015,DuBois,DuBois,Philadelphia Zoo,None,Van - Full Size,Corporate,Yes,Medium,Referral,No,Maintenance,Credit
8/8/2015,Grace-Community United Methodist Church,Grace-Community United Methodist Church,Private Residence,None,Church Bus,Corporate,Yes,Small,Referral,Yes,None,Check
1/15/2014,"Villa Maria Academy, Malvern","Villa Maria Academy, Malvern","Villa Maria Academy, Malvern",None,School Bus,Funeral,Yes,Large,Existing,No,Accident,Cash
5/26/2014,Harrisburg,Harrisburg,Please Touch Museum,None,Shuttle Bus,College,Yes,Large,New,Yes,Health Related,Other
6/30/2013,Beaver Falls,Beaver Falls,Lost River Caverns,Beaver Falls,Van - Mini,Wedding,No,Medium,New,No,Health Related,Invoiced
1/17/2014,Monongahela,Monongahela,The Franklin Institute,Monongahela,Wheelchair Bus,Wedding,No,None,Existing,No,Maintenance,Credit
10/22/2014,Chester,Chester,Lost River Caverns,Chester,Town Car,College,No,None,Existing,No,Maintenance,Credit
3/25/2015,Saint Paul Church Of God In Christ,Saint Paul Church Of God In Christ,Private Residence,None,Church Bus,Holiday,Yes,Small,Referral,Yes,None,Check
8/30/2015,Butler,Butler,Philadelphia Zoo,None,Limo,Athletic,Yes,Large,Referral,Yes,Personal,Invoiced
10/23/2015,Arnold,Arnold,HersThe Liberty Bell Centerheypark,None,Van - Full Size,Private,Yes,Medium,Existing,Yes,Health Related,Invoiced
10/8/2013,Altoona,Altoona,Brandywine River Museum,Altoona,Van - Full Size,Wedding,No,Medium,Existing,Yes,Health Related,Personal Credit Card
1/30/2013,Bethlehem,Bethlehem,The Barnes Foundation,None,Shuttle Bus,Wedding,Yes,Small,Existing,No,None,Personal Credit Card
8/12/2015,First Pentecostal Church,First Pentecostal Church,Private Residence,DuBois,Church Bus,Wedding,No,Small,New,No,None,Check
4/18/2013,"Devon Preparatory School, Devon","Devon Preparatory School, Devon","Devon Preparatory School, Devon",Farrell,School Bus,Corporate,No,Small,New,No,Maintenance,Other
8/9/2014,Corry,Corry,The Franklin Institute,None,Town Car,Birthday,Yes,Large,Referral,Yes,Accident,Other
4/24/2013,Johnstown,Johnstown,Lost River Caverns,Johnstown,Limo Bus,Travel/Airport,No,Small,New,No,Health Related,Invoiced
3/32/2013,Franklin,Franklin,Sesame Place,Franklin,Wheelchair Bus,Corporate,No,Large,New,No,Accident,Invoiced
5/26/2013,Hermitage,Hermitage,HersThe Liberty Bell Centerheypark,Hermitage,Wheelchair Bus,Funeral,No,Large,Referral,No,Accident,Personal Credit Card
6/19/2015,Farrell,Farrell,The Franklin Institute,Farrell,Limo Bus,Corporate,No,None,Referral,Yes,Personal,Invoiced
12/5/2013,Franklin,Franklin,Gettysburg National Military Park,Franklin,Limo Bus,Private,No,Large,Existing,Yes,Maintenance,Other
3/19/2013,Cornerstone Christian Ministries,Cornerstone Christian Ministries,Private Residence,None,Church Bus,College,Yes,Medium,New,No,None,Check
4/29/2014,"Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown","Downingtown STEM Academy, Downingtown",Latrobe,School Bus,Holiday,No,Large,Existing,Yes,Accident,Invoiced
