CoinIn,Age,Type,Theme,Location,Month,Day,Denomination,Event,Weather,Promotion,Coupons,Holiday,Smoking,Promo,coupons,weather
1081,16,4,21,5,11,6,4,2,9,1,1,2,1,3,2,6
1457,12,4,1,9,8,3,2,1,23,1,2,1,1,5,5,34
1498,1,2,17,5,5,4,13,1,10,1,1,1,2,3,6,1
1770,20,2,2,4,5,2,12,1,8,2,2,1,2,2,2,26
123,3,5,15,1,9,3,3,1,13,2,1,2,2,3,4,25
639,15,1,3,4,12,5,13,2,34,1,2,2,2,2,8,16
102,6,3,3,7,1,5,4,2,35,1,2,2,2,2,8,19
613,2,4,19,7,9,7,2,1,17,1,1,2,2,6,4,26
2179,10,4,17,2,12,7,3,1,5,2,1,1,2,5,7,35
553,17,3,3,6,10,7,3,1,39,1,1,1,2,3,3,39
1560,12,1,19,8,6,3,8,1,5,1,1,1,1,1,4,23
99,10,5,14,9,3,6,2,1,36,2,1,2,1,3,3,24
1178,17,2,16,1,3,3,12,2,6,2,2,2,1,3,8,19
2165,20,5,21,8,1,6,10,1,34,1,2,2,2,5,4,2
1481,7,4,2,8,5,6,4,1,21,1,2,2,2,5,4,1
1503,18,4,17,2,6,5,14,2,6,2,2,1,1,3,4,12
1746,14,4,7,4,12,6,13,2,5,1,1,1,1,5,7,18
286,5,4,1,5,10,3,12,2,39,1,1,2,1,1,3,15
1321,13,3,8,2,2,5,6,2,1,2,2,2,2,2,6,33
1358,2,3,13,2,9,4,3,2,13,1,1,1,2,5,4,23
1464,12,3,12,5,7,5,14,2,7,1,2,2,1,1,2,36
445,8,4,17,2,12,6,7,2,4,2,2,1,1,4,5,1
1015,12,3,10,1,7,5,6,1,10,1,2,1,2,3,7,38
2067,17,5,7,2,6,5,3,1,16,1,1,1,1,1,3,22
2004,19,2,16,4,2,5,3,2,22,1,2,1,2,4,8,17
2079,10,1,3,9,1,3,10,2,22,2,1,2,2,4,7,28
1669,20,3,21,1,11,4,3,1,29,2,2,1,1,5,6,31
297,18,5,12,5,12,2,3,2,31,2,1,1,1,2,2,35
1038,12,1,9,1,1,5,2,1,26,2,1,2,2,3,3,23
47,6,1,14,9,7,5,12,1,2,2,1,1,2,1,8,39
2116,11,1,13,4,10,3,7,2,1,1,1,1,2,2,8,2
647,12,4,16,6,5,4,10,2,6,2,1,1,1,1,9,27
1358,9,5,20,6,1,5,4,2,39,1,2,2,1,4,5,37
431,16,3,9,8,12,1,8,1,6,1,1,1,1,3,9,36
303,13,2,22,8,3,2,3,1,5,1,1,2,1,6,2,8
2113,10,5,6,9,10,1,7,1,17,2,1,2,1,3,2,19
2020,15,4,9,6,10,7,11,2,10,2,2,1,2,2,7,3
542,7,4,4,5,5,2,5,1,27,1,2,1,2,3,8,1
264,6,5,13,5,11,4,2,1,3,1,1,2,1,6,5,24
1405,1,3,22,4,12,4,4,1,35,2,2,2,1,5,2,33
395,13,1,12,9,10,4,3,1,8,2,1,2,1,5,2,32
1717,2,5,2,7,1,7,3,1,29,1,1,1,2,4,3,8
238,17,4,14,3,2,4,4,1,30,2,2,2,2,3,7,27
550,10,2,18,6,3,2,6,1,32,1,1,2,1,2,8,21
745,1,2,16,4,10,1,6,2,12,2,2,2,2,3,4,9
1543,17,4,13,7,8,5,12,2,37,2,2,2,1,5,7,18
2005,11,1,7,3,6,7,8,1,10,1,1,1,1,4,7,14
1305,13,4,2,9,7,5,9,1,28,2,2,1,2,4,9,18
473,8,3,20,8,7,1,2,1,40,2,1,2,2,3,4,12
1555,19,3,14,4,2,4,5,1,4,1,2,2,2,4,7,34
1163,15,3,5,3,7,1,2,2,26,1,1,2,2,4,7,6
1999,16,5,19,7,6,5,14,2,30,2,2,1,1,5,5,20
1623,17,1,4,6,4,7,3,1,24,2,2,2,1,5,8,6
776,3,3,11,8,1,2,2,1,30,2,2,2,2,1,2,18
1082,12,5,5,9,12,2,6,1,7,2,2,2,2,6,2,3
625,19,2,11,7,6,5,12,2,33,1,1,2,1,2,9,25
1777,18,1,21,9,2,3,13,2,14,2,2,2,1,3,2,28
154,6,3,13,4,8,4,3,1,16,1,2,1,1,4,2,19
1268,9,5,15,4,12,3,11,2,11,2,2,1,2,4,3,11
1159,7,1,12,2,3,5,11,1,24,2,1,2,1,4,3,35
219,13,4,20,9,6,4,12,1,7,1,1,1,1,5,9,6
836,1,3,7,9,7,4,12,1,37,1,2,1,1,1,8,8
96,13,5,21,2,8,7,10,1,17,2,1,1,2,2,3,3
1354,12,4,10,7,11,7,8,1,19,2,2,1,2,2,2,15
1665,18,1,6,9,10,4,3,1,8,2,2,1,2,4,2,34
150,6,5,22,1,10,1,3,1,9,1,2,1,1,4,5,2
1837,1,2,22,2,5,1,5,1,17,1,1,1,2,3,3,24
1992,18,1,18,2,8,7,13,2,31,2,1,1,2,2,4,28
768,17,5,21,4,9,1,6,2,17,2,2,2,2,3,6,33
364,16,4,18,2,6,5,3,2,26,1,1,2,1,5,9,38
1501,18,2,1,3,7,2,5,1,14,1,1,1,1,4,9,21
805,8,1,22,1,1,3,4,1,35,1,2,2,2,1,2,31
2168,7,2,21,8,10,7,13,1,30,2,1,2,1,4,6,14
1723,12,3,1,6,1,4,4,2,11,2,2,2,2,4,3,7
159,7,1,20,2,6,6,8,2,3,2,1,1,1,1,8,14
418,7,2,21,1,1,6,8,1,2,2,1,2,1,2,6,34
195,18,2,18,2,10,4,3,1,14,2,1,1,2,4,8,39
1693,9,2,6,8,3,6,13,1,37,1,1,2,1,6,9,21
1928,1,2,22,4,1,2,5,1,6,2,2,1,2,1,4,16
1472,2,3,8,6,9,4,2,1,19,2,2,2,2,6,7,7
1229,5,4,20,4,4,2,14,2,29,2,1,1,2,4,9,30
394,6,1,15,3,2,1,2,2,30,1,2,2,1,5,5,18
1651,17,1,6,7,3,4,6,2,12,2,2,1,1,2,6,3
489,3,4,11,6,10,1,14,1,11,2,1,1,2,3,3,17
1455,8,1,21,6,11,3,11,2,8,2,2,1,2,3,5,33
1147,7,2,2,3,2,5,7,1,22,1,2,1,1,5,3,29
1640,1,4,12,6,10,5,11,1,3,2,1,1,2,5,5,1
298,15,5,8,9,11,2,5,2,1,1,1,2,1,2,6,12
1876,18,2,18,1,7,5,5,2,25,2,2,2,2,5,2,20
207,11,1,22,7,12,5,7,2,16,2,1,1,1,5,4,25
597,7,4,15,4,2,3,4,1,8,1,2,1,2,3,6,12
1677,19,1,12,1,10,7,11,1,38,1,1,1,1,2,6,8
1480,1,4,4,4,11,7,12,2,13,2,1,1,2,4,7,6
1856,15,1,22,2,11,6,2,2,32,1,1,2,2,2,2,33
1524,6,2,16,3,12,3,2,2,9,2,2,1,2,6,8,12
574,7,1,1,5,12,4,13,2,6,2,2,1,1,5,9,31
1171,4,4,15,9,1,5,8,2,17,2,2,1,2,4,3,12
1784,11,4,1,1,11,7,5,2,1,2,2,2,2,6,2,13
455,4,1,20,6,7,2,12,1,14,1,2,2,2,6,5,26
909,17,3,9,4,3,1,2,2,40,2,1,2,1,2,9,4
806,7,1,13,2,11,7,8,1,32,1,2,1,2,3,9,29
1593,3,5,1,6,11,5,10,1,39,2,2,2,1,6,4,8
707,8,4,17,4,1,2,11,2,23,1,1,2,2,3,7,29
1864,15,1,12,8,3,4,10,2,22,2,2,1,1,4,4,31
186,19,5,2,2,3,2,8,1,39,1,2,2,2,1,3,12
971,20,1,7,6,10,4,12,2,18,1,2,1,1,3,8,37
1506,2,4,3,3,7,3,11,1,12,2,2,1,2,5,8,9
516,4,3,4,8,6,6,8,1,4,1,2,2,1,5,5,1
971,12,5,4,8,8,7,4,1,27,2,1,2,1,4,9,14
1132,19,4,3,3,7,1,4,1,15,2,2,2,1,3,9,15
447,11,2,19,7,8,6,12,2,19,1,1,1,1,3,5,23
49,7,1,10,7,2,1,10,2,29,1,1,1,2,4,8,35
2159,14,5,21,7,12,3,11,1,40,1,1,2,2,5,2,19
1972,14,5,19,8,10,6,7,2,9,1,2,1,1,6,4,18
1605,3,5,21,6,7,4,2,1,38,1,1,1,2,5,2,14
1161,15,2,13,5,1,3,8,2,35,1,2,2,1,6,4,5
1436,13,4,16,1,3,4,13,1,15,2,2,1,1,1,5,32
1692,9,5,2,2,12,5,6,2,19,2,1,2,1,5,5,2
1405,7,4,3,2,12,6,4,2,6,1,2,1,2,3,5,15
622,8,3,15,7,5,5,2,2,15,2,2,1,2,1,3,15
1782,5,3,13,9,6,3,13,2,8,2,1,1,2,5,4,19
1135,16,3,3,9,7,7,13,2,11,1,1,1,2,6,6,13
722,9,4,3,7,1,1,4,1,6,2,2,2,1,1,7,5
1873,20,3,14,1,10,3,5,2,10,1,2,1,2,2,4,30
560,1,1,19,7,6,2,11,2,28,1,1,1,2,4,6,29
1315,8,5,19,6,4,6,5,1,12,2,2,1,2,2,8,37
2163,18,2,5,2,9,7,6,2,3,1,2,2,1,4,3,26
1070,12,3,3,9,4,1,13,2,38,2,1,1,1,5,5,14
538,18,2,19,9,4,2,5,2,20,2,2,1,2,5,5,18
1995,2,4,1,3,11,1,3,1,33,1,2,2,2,2,5,36
792,12,3,14,6,1,7,9,2,6,1,1,1,2,5,3,8
1995,2,2,5,1,3,5,9,2,26,2,2,2,1,1,7,31
1528,5,1,18,7,1,2,11,1,15,2,2,2,2,2,9,4
1422,1,1,7,4,5,6,9,1,20,2,1,1,2,6,6,38
1091,5,2,11,2,12,5,6,2,15,2,2,2,1,5,4,30
998,19,2,8,7,1,6,3,2,14,1,2,2,2,1,2,33
1193,14,1,16,3,6,2,7,2,3,2,2,2,2,2,3,35
642,18,1,7,9,11,3,2,2,30,2,2,2,1,3,6,20
2008,15,3,8,3,7,6,5,1,31,1,1,2,2,2,6,31
1167,5,2,21,1,4,4,4,1,25,2,2,1,1,1,8,18
124,9,2,2,3,7,6,7,2,2,1,2,2,2,5,5,31
463,1,4,18,8,8,2,7,1,34,1,2,2,2,6,5,20
1106,5,1,16,3,7,4,8,2,25,2,2,2,1,1,4,36
1790,9,1,5,4,6,5,5,1,40,1,1,2,1,4,9,28
1457,14,2,15,9,4,1,4,1,24,2,1,2,2,2,5,24
640,17,3,15,5,6,3,9,1,36,2,2,1,1,1,4,11
975,3,4,8,6,12,7,5,2,10,1,2,2,2,3,9,30
830,3,1,20,8,8,3,10,2,24,2,2,1,2,3,3,9
1060,16,4,11,2,3,6,13,2,16,1,1,2,1,6,5,36
733,16,5,8,5,3,6,5,2,30,1,1,1,1,6,8,18
1416,5,4,10,3,7,4,3,2,6,2,2,1,1,5,6,32
598,18,1,12,1,8,3,4,1,1,1,1,1,1,2,4,20
217,18,4,21,6,10,5,10,1,11,2,1,2,2,5,5,24
710,7,4,5,4,3,6,7,2,31,2,2,2,1,3,2,20
957,14,4,21,9,3,3,5,1,22,1,2,2,2,6,9,37
534,9,4,13,1,8,2,12,2,3,2,2,2,2,6,4,8
1286,1,2,14,5,4,7,5,1,24,2,1,1,1,5,3,2
63,12,1,10,8,6,6,6,2,30,1,1,2,1,5,8,11
1740,20,4,1,6,4,3,3,1,39,2,2,2,2,5,7,34
40,7,1,4,1,12,7,13,2,18,2,1,2,1,5,3,12
1769,19,5,13,8,11,4,12,2,21,2,1,2,1,2,3,1
1625,14,3,13,8,9,1,11,2,28,1,2,2,1,5,9,39
93,4,4,9,8,11,3,3,2,16,2,2,1,1,4,8,30
1569,11,3,17,5,7,7,2,2,6,2,1,1,2,3,8,18
1475,11,5,20,4,10,2,8,2,14,1,1,2,2,3,4,22
63,16,4,4,2,2,5,3,2,10,1,2,2,1,1,4,37
2198,7,2,12,8,8,4,2,1,30,2,2,1,2,6,3,23
129,15,1,18,3,3,6,6,1,16,1,1,1,2,3,9,36
482,8,3,20,9,10,6,4,1,1,2,2,2,1,6,2,34
618,14,2,6,5,12,3,6,2,21,2,2,1,2,2,4,28
1138,8,3,14,8,12,3,2,1,8,1,2,2,2,6,6,28
634,18,4,4,2,2,5,2,1,3,2,2,1,2,1,8,10
1389,10,4,8,1,3,3,14,2,24,2,1,2,1,3,8,27
1287,11,3,19,9,1,5,8,2,7,2,1,1,1,6,9,22
1359,20,5,7,8,10,3,9,1,22,1,1,2,2,3,7,37
720,2,2,9,9,2,4,6,1,2,2,2,2,1,3,3,36
1536,4,4,19,7,9,7,4,1,26,2,2,1,2,6,6,18
781,12,3,12,5,12,6,5,1,24,1,1,2,1,6,5,7
1500,7,5,1,5,3,4,10,2,16,1,1,1,2,2,6,2
879,9,5,4,6,2,7,14,2,36,2,2,1,1,2,7,17
635,1,2,3,1,6,7,10,1,11,1,1,2,2,2,5,32
1124,1,3,18,7,5,2,13,2,11,1,1,1,2,6,9,28
1274,11,1,10,8,5,6,3,2,5,1,1,2,2,6,9,1
1540,16,1,9,2,3,6,4,1,1,1,1,1,2,6,8,30
1399,7,1,18,7,1,3,10,2,39,2,2,2,2,2,8,14
1104,7,2,7,3,12,6,10,1,33,2,1,1,1,3,9,17
1536,9,5,14,3,11,6,5,1,22,1,2,2,2,3,8,35
1966,1,4,15,5,10,2,2,2,20,1,1,1,1,1,3,8
396,12,1,18,6,3,2,6,1,25,1,1,1,2,4,3,27
1601,9,3,17,3,8,7,11,2,9,2,2,2,1,6,3,12
1166,3,3,18,6,12,5,10,1,38,2,2,1,1,2,8,11
82,3,3,16,3,5,7,11,1,28,1,2,2,2,3,3,14
1188,18,2,10,3,12,1,3,2,16,2,2,1,1,4,7,20
744,17,1,10,1,11,1,3,2,3,1,2,1,2,2,2,26
437,1,3,2,3,12,3,11,2,10,1,1,2,1,5,9,7
313,12,2,6,2,3,7,13,1,26,2,2,1,1,6,8,18
367,9,1,2,7,2,5,5,2,17,2,2,2,1,4,9,30
606,16,3,2,1,10,3,3,1,10,1,2,1,1,3,5,36
1112,18,5,21,1,10,4,14,1,20,2,2,2,2,3,7,16
531,11,3,20,1,7,3,6,2,3,2,1,1,2,6,2,32
1365,13,1,4,5,11,4,12,1,32,1,1,1,1,4,7,5
1934,9,4,4,5,5,3,2,2,24,2,2,2,1,4,3,4
960,10,5,7,7,2,1,7,1,32,1,2,1,1,2,2,2
230,9,3,6,8,12,1,4,1,40,1,1,1,2,2,7,24
1644,3,4,12,2,6,3,7,2,1,1,2,2,1,6,9,22
374,12,2,6,9,1,2,14,1,25,2,2,2,1,5,9,21
42,14,5,4,5,12,7,9,1,31,2,2,2,2,4,4,27
730,5,2,8,3,7,3,4,2,18,2,1,1,2,6,8,17
270,17,2,6,2,1,5,2,2,31,2,1,2,1,3,9,33
1707,18,3,13,7,11,4,5,1,4,2,2,2,2,5,8,37
1865,17,3,17,9,3,3,12,1,36,2,1,1,1,4,3,29
292,9,5,7,4,7,6,9,2,25,1,2,1,1,4,3,3
1885,17,5,21,5,8,3,14,1,12,1,2,2,2,2,9,21
167,9,4,6,6,11,6,8,2,22,1,2,2,2,6,4,36
1693,12,2,19,5,8,7,9,1,39,1,2,2,1,2,4,35
2118,12,1,14,9,2,3,13,2,20,1,1,2,1,3,5,2
1175,8,2,19,4,1,4,12,2,13,2,1,2,2,1,6,11
779,14,4,15,1,5,5,5,2,39,1,2,1,2,4,3,10
920,10,4,20,9,10,5,9,2,28,2,1,2,2,1,3,27
1739,6,4,15,2,2,5,14,1,19,1,2,2,1,2,7,24
364,3,1,10,4,11,4,3,2,39,1,1,1,2,4,4,39
1051,14,5,1,8,8,2,9,1,31,1,2,1,2,6,9,7
648,19,5,1,3,6,3,13,1,23,1,2,2,2,6,3,37
996,10,4,1,6,11,4,7,2,35,1,2,1,2,1,7,23
2005,12,4,13,2,12,4,7,1,21,1,2,1,1,5,4,4
1832,3,4,19,3,5,5,7,2,16,2,1,2,1,6,4,17
679,9,3,18,6,2,1,10,2,31,1,2,1,2,1,3,8
854,15,5,16,5,4,3,13,1,22,2,2,1,1,2,2,29
184,10,2,20,7,6,7,14,1,13,2,1,1,2,1,8,22
1552,15,4,1,1,3,3,9,2,20,2,2,2,1,5,9,13
680,13,5,16,7,9,1,8,1,38,1,1,2,1,1,8,2
264,5,1,17,4,2,3,10,2,32,2,1,1,1,6,4,10
2146,20,2,1,5,6,3,3,2,35,1,1,2,1,6,2,1
991,9,3,4,3,9,7,13,1,21,2,2,2,2,3,7,14
1678,1,3,11,8,3,2,14,1,23,2,2,1,1,1,7,10
1849,16,3,17,8,7,7,4,2,21,2,1,2,2,6,3,5
1824,6,1,20,6,11,4,3,2,34,2,2,1,2,3,5,22
862,12,3,12,2,3,3,12,2,27,2,1,1,2,2,9,29
259,10,3,2,6,1,2,13,1,4,1,2,2,1,1,2,33
50,3,5,22,6,1,4,5,1,9,1,2,2,2,2,6,36
541,5,3,6,7,2,1,8,2,32,1,1,1,1,1,5,25
1838,13,5,6,1,8,7,8,2,16,1,1,2,1,4,9,5
503,18,1,7,9,4,4,13,1,29,1,1,1,1,5,8,1
837,10,5,19,5,10,7,4,1,1,2,1,1,2,1,7,21
841,11,4,11,3,2,7,4,2,13,2,2,1,2,2,5,18
2168,19,5,14,7,11,7,7,2,2,2,1,1,2,3,7,28
1544,20,4,17,7,9,4,4,1,10,1,1,1,1,1,4,7
320,1,2,12,2,2,6,8,1,2,2,1,2,2,4,4,28
144,2,1,15,6,11,4,13,1,16,1,2,1,2,2,9,30
1600,7,3,5,8,2,6,8,2,25,2,1,1,1,1,9,11
1987,12,1,20,4,9,7,13,1,6,2,1,2,2,1,4,13
292,4,4,13,4,10,5,2,1,26,2,2,2,1,6,7,27
211,13,5,9,2,4,6,4,2,15,2,2,2,2,3,4,22
1548,2,4,19,9,3,3,7,2,4,2,2,2,1,5,9,2
934,7,3,5,1,4,3,3,1,39,1,2,2,1,6,8,5
108,6,1,19,7,10,4,9,1,6,2,1,1,1,4,8,19
2053,14,3,19,4,6,5,4,2,31,1,1,1,1,5,3,10
1019,15,4,5,5,4,6,11,1,37,1,1,1,1,4,5,18
1988,1,2,16,1,8,2,9,1,22,1,1,2,1,2,3,34
657,18,3,13,5,1,5,5,2,26,2,1,1,1,1,3,13
655,12,5,4,2,6,6,4,1,17,1,2,2,2,3,9,35
2075,4,2,21,6,7,6,13,2,24,2,1,1,1,1,2,25
1352,1,2,1,6,4,6,3,2,2,2,1,2,2,2,6,15
74,9,1,3,1,10,1,7,1,21,1,1,1,2,2,8,20
1870,11,5,4,2,12,6,3,1,31,1,1,1,2,2,3,13
945,12,1,16,7,1,2,12,1,36,2,2,2,2,5,6,17
700,11,3,6,8,6,7,5,1,1,2,2,1,2,6,9,37
396,1,4,6,3,2,4,9,1,29,1,1,2,1,6,3,4
1538,18,5,14,6,6,5,4,1,3,1,2,2,1,3,9,31
137,4,5,5,8,6,1,7,1,18,2,1,1,2,1,3,7
1255,2,5,18,2,10,2,12,1,13,2,1,1,1,4,3,18
699,7,1,10,6,10,3,14,2,5,2,1,1,1,1,2,32
1901,5,5,4,1,11,6,10,1,27,1,1,1,2,6,9,24
810,7,1,15,8,5,2,5,1,39,2,2,2,1,5,7,18
720,1,3,18,9,9,2,8,2,26,2,1,2,1,5,6,26
2134,3,1,19,6,12,5,7,2,19,2,1,2,1,2,5,21
991,8,2,18,1,5,7,3,2,25,1,2,2,1,5,8,22
682,18,4,12,3,12,5,14,2,5,1,1,1,2,2,8,14
1551,17,5,17,8,10,6,2,2,24,2,1,1,1,3,5,12
1959,17,1,18,6,11,1,13,2,40,1,2,2,1,6,5,8
1508,11,2,21,5,6,6,6,2,10,2,1,1,1,3,2,9
1596,3,1,15,3,2,4,2,1,17,2,1,1,1,3,6,22
2164,17,2,14,4,8,5,13,2,8,2,1,2,2,4,4,35
953,12,5,4,1,7,7,8,1,6,1,2,2,2,3,9,24
892,17,2,11,8,2,6,4,1,31,1,1,1,2,4,9,13
2070,10,1,22,4,11,4,4,2,14,1,1,2,1,1,9,2
1546,10,2,7,6,6,7,10,2,35,1,2,2,1,1,6,28
68,6,1,19,6,7,3,2,2,8,1,2,1,1,2,8,10
1982,9,2,9,8,1,6,14,2,28,1,2,1,1,1,8,39
1314,14,1,3,5,2,1,5,1,37,2,1,2,1,1,5,21
672,10,1,14,9,7,5,7,1,2,1,2,1,2,1,7,2
32,18,1,2,5,12,5,5,2,12,1,2,2,1,4,3,22
878,6,4,15,8,5,2,12,1,21,2,2,2,1,2,7,6
702,2,3,13,4,8,5,14,2,37,1,1,2,1,3,4,13
1668,17,1,15,1,11,6,3,1,11,1,2,1,1,6,8,16
1511,1,2,21,5,4,3,10,2,35,1,2,1,2,2,9,23
1829,2,4,13,2,3,4,8,2,31,1,2,1,2,2,5,5
730,18,2,7,5,6,7,14,1,11,1,2,2,1,1,6,10
918,9,3,20,8,8,7,4,1,4,1,2,1,2,2,7,25
489,14,4,17,1,2,4,8,2,24,2,1,1,1,1,5,5
1850,6,3,19,4,2,7,2,1,36,1,2,1,2,3,5,30
1965,14,4,3,2,5,1,12,2,6,2,1,1,1,2,8,2
197,6,1,14,5,4,4,12,2,17,2,2,2,1,2,7,25
281,5,4,12,2,12,3,9,2,27,2,1,2,2,2,6,27
1165,11,5,13,3,8,5,10,2,12,1,2,1,1,6,5,9
40,14,3,15,3,10,6,6,2,23,1,1,2,2,2,8,12
84,11,2,8,5,6,6,7,2,7,1,2,2,1,6,6,34
166,8,1,14,2,6,5,7,1,17,2,2,2,1,4,8,28
1703,16,4,6,8,2,3,7,1,35,2,1,1,1,3,5,20
12,7,2,3,8,11,5,9,1,32,1,2,1,1,3,9,19
2020,2,5,3,9,11,6,2,1,21,1,1,1,1,4,9,17
193,3,2,22,3,4,1,3,1,5,2,2,1,1,5,5,1
2161,10,4,3,3,4,4,14,1,11,1,1,2,2,1,9,16
1778,7,5,2,3,1,5,14,2,15,2,1,2,2,2,8,33
483,14,3,15,3,11,1,4,1,14,1,2,2,2,5,8,14
109,10,5,6,3,1,4,8,2,16,1,2,2,2,3,4,19
362,5,3,21,7,6,4,6,1,18,2,1,2,2,2,7,30
2004,15,3,2,1,4,7,13,2,1,2,1,1,1,3,8,11
39,14,2,11,8,3,7,4,2,20,2,2,2,2,2,3,38
2156,14,1,15,2,12,5,6,1,26,2,1,2,1,6,7,13
162,10,3,1,4,11,5,7,2,4,2,1,2,2,3,9,5
950,8,5,8,5,12,3,5,2,25,2,1,2,1,6,7,12
890,17,3,1,6,11,7,6,2,11,1,2,2,1,1,8,28
868,15,1,4,7,11,3,11,2,12,1,1,1,2,6,8,24
329,5,3,5,7,7,7,11,2,36,1,2,2,1,4,6,7
66,13,2,20,5,5,4,6,1,39,2,2,1,2,1,8,12
1036,17,1,18,9,11,6,10,1,33,2,1,1,2,2,7,15
1805,20,1,20,1,8,3,4,2,27,1,2,2,1,2,6,24
1201,8,2,15,3,6,6,13,1,37,2,1,2,2,4,8,30
2196,8,5,18,7,8,7,9,2,11,1,1,1,2,6,5,21
1612,6,3,5,2,12,4,14,1,30,2,1,2,1,4,8,25
1478,20,4,18,8,9,5,10,1,14,2,2,2,2,5,6,22
2024,4,5,15,5,9,2,11,1,26,1,2,1,2,5,3,27
887,3,1,19,9,11,4,7,2,3,2,1,2,2,6,9,33
883,15,3,7,6,8,7,14,1,22,1,2,1,2,3,8,9
1978,18,2,17,5,3,3,7,1,29,1,1,1,2,2,7,28
2015,9,5,12,4,6,2,3,2,30,1,2,1,2,2,6,21
2164,18,4,8,3,7,4,10,1,26,2,2,1,1,5,3,19
234,16,3,7,5,12,6,4,2,33,1,2,2,2,1,2,20
1246,16,1,11,2,2,3,11,1,36,2,1,2,1,1,6,12
392,5,5,11,8,6,1,9,1,19,2,1,2,2,3,9,13
1072,5,3,18,8,12,7,9,1,37,2,2,1,1,1,2,35
1077,3,3,14,5,5,3,12,2,40,1,2,2,1,5,6,35
1774,20,3,14,3,7,2,4,1,3,1,1,2,2,1,8,17
1307,3,1,4,3,4,1,12,2,35,2,2,1,2,5,8,5
321,1,2,17,4,4,4,8,1,38,1,1,2,1,6,8,18
986,4,3,16,5,6,7,4,1,14,2,1,1,2,4,8,34
239,4,5,8,1,10,2,6,2,12,1,1,2,1,4,7,4
43,2,3,12,7,1,4,13,1,14,1,1,1,2,3,5,14
773,4,4,4,7,4,5,9,1,8,2,2,1,2,4,3,31
241,9,3,1,2,9,4,9,2,34,1,1,1,2,6,7,16
1326,15,2,19,5,10,1,7,1,21,2,2,2,2,5,6,19
920,2,3,22,9,7,3,8,2,39,2,1,1,1,3,9,31
1653,15,2,18,2,6,4,3,1,17,1,1,1,2,2,4,1
1286,20,4,2,9,10,3,7,1,35,1,1,2,1,3,6,8
1350,10,5,17,8,9,7,13,1,3,1,2,2,2,5,7,22
319,14,1,3,3,11,2,6,1,10,2,1,1,2,4,5,19
2137,1,4,7,3,3,6,11,1,32,1,2,2,2,6,8,7
466,5,4,14,3,10,7,10,1,2,1,2,2,2,4,6,36
1397,18,4,11,3,11,1,12,1,34,2,1,1,2,2,9,35
2175,16,2,13,5,1,6,12,1,11,1,2,1,1,4,9,29
2034,19,4,8,7,1,2,9,2,34,1,2,2,1,3,4,18
1478,3,4,20,7,10,1,7,1,37,1,1,1,2,1,7,36
1110,7,3,5,4,8,3,14,2,31,1,1,2,1,6,7,3
1407,9,3,2,4,6,2,5,1,24,1,1,1,2,6,7,1
480,12,2,12,2,12,3,2,1,22,2,1,1,2,5,6,33
880,6,1,10,5,2,7,5,1,37,2,2,2,2,1,4,21
16,10,2,9,3,4,5,7,1,1,2,1,2,2,4,3,5
2119,3,5,18,8,8,5,6,2,11,1,1,1,2,3,2,13
1525,13,3,12,2,2,1,14,2,24,1,1,2,2,4,7,8
1086,9,5,5,5,4,3,13,2,4,2,2,1,2,5,2,24
682,12,2,16,6,4,6,3,2,32,1,1,2,1,3,3,8
735,3,2,8,6,6,5,4,2,16,1,2,1,2,4,8,1
1511,2,1,13,3,5,2,2,2,25,2,1,1,1,2,8,20
404,19,2,17,9,11,7,11,1,19,1,1,1,1,6,3,2
428,18,3,7,6,7,5,6,1,11,1,1,2,1,5,4,28
1476,20,4,12,4,3,3,10,1,23,1,1,1,2,4,7,36
1478,13,1,22,7,5,1,3,1,3,1,2,1,1,6,8,23
1131,1,1,10,2,2,5,4,2,32,1,1,1,2,5,9,5
943,19,5,7,8,1,1,11,1,28,2,1,1,2,4,3,28
184,1,4,3,2,2,5,3,2,5,1,1,1,2,4,5,4
2020,13,4,1,4,6,7,8,2,36,2,1,2,2,6,3,38
1241,12,4,17,7,4,4,2,2,7,2,1,1,1,5,6,9
687,11,5,21,8,6,6,6,2,1,1,1,2,2,1,6,7
1736,10,2,20,7,1,7,6,2,12,1,2,1,1,5,9,27
1229,1,3,19,2,6,7,12,1,19,1,1,1,2,4,6,18
11,8,3,14,9,5,6,9,1,34,1,2,2,2,3,3,38
239,15,5,7,3,9,2,14,2,7,2,1,1,1,2,9,27
340,5,5,13,6,5,1,14,1,29,1,1,2,2,4,5,6
1120,10,5,16,8,8,7,7,2,29,1,2,2,1,2,6,32
1172,3,1,7,5,4,1,13,2,2,2,2,2,2,6,9,12
1066,12,1,1,4,10,7,9,1,24,2,1,2,2,5,4,22
2170,13,4,6,7,7,6,11,2,21,1,1,2,2,4,8,23
724,9,4,5,6,9,1,9,2,3,2,1,1,1,5,5,14
1011,12,1,13,2,2,2,9,1,3,1,2,1,1,1,5,7
86,7,4,3,5,5,3,10,1,19,1,1,2,1,1,6,5
2119,15,3,6,6,11,5,5,1,29,2,2,2,1,6,6,28
1736,9,2,22,5,6,4,5,1,31,1,1,2,1,1,5,2
1282,20,2,9,6,12,6,8,1,12,2,1,2,1,4,3,33
1791,5,5,2,2,3,1,11,1,29,1,2,2,1,2,5,38
1198,15,4,5,6,11,2,13,2,11,1,1,2,1,5,6,11
502,14,5,8,8,1,2,8,2,19,1,2,2,1,2,9,28
193,6,4,4,8,1,2,13,1,18,2,1,1,1,3,2,10
